,address,city,state,zip,fld_zone,zone_subty,x,y,geocoder
1691,710 MEADOWS WAY,BYRAM,MS,39272,AE,nan,-90.29391373987025,32.19811444738789,arcgis
1697,609 MITCHELL CV,BRANDON,MS,39047,AE,nan,-89.93887484536454,32.395544393172315,arcgis
1702,250 GREER DRIVE,PEARL,MS,39208,A,nan,-90.13827822643246,32.26972209395362,arcgis
1704,203 RIVER GLN,JACKSON,MS,39211,AE,nan,-90.10815743827634,32.38045415951888,arcgis
1708,2325 GREENWAY DR,GAUTIER,MS,39553,AE,nan,-88.6480303242095,30.41620250810685,arcgis
1709,1709 AUBIN BLVD,GAUTIER,MS,39553,AE,nan,-88.64999881417032,30.36725776752788,arcgis
1712,119 GARRETT DRIVE,TERRY,MS,39170,AE,FLOODWAY,-90.28970200116267,32.10459101577503,arcgis
1713,4316 NANCY STREET,PEARL,MS,39208,A,nan,-90.08569620088004,32.288749097980904,arcgis
1714,408 COVE DR,BILOXI,MS,39531,AE,nan,-88.99661423126074,30.40725541320036,arcgis
1715,121 GARRETT DR,TERRY,MS,39170,AE,FLOODWAY,-90.28949597398261,32.10443900996094,arcgis
1719,2206 BELAIR ST,PASCAGOULA,MS,39567,AE,nan,-88.53583620327323,30.357731692659513,arcgis
1720,4964 BROOKWOOD PL,JACKSON,MS,39272,AE,FLOODWAY,-90.26836812974342,32.21107165432124,arcgis
1723,358 HIGHWAY 330,BRUCE,MS,38915,A,nan,-89.45543768324691,33.97168324979578,arcgis
1724,73640 DIAMONDHEAD DR N,DIAMONDHEAD,MS,39525,AE,nan,-89.38118139718712,30.390818501073365,arcgis
1725,951 WOODVILLE DR,JACKSON,MS,39212,AE,nan,-90.25643917278221,32.25895151601119,arcgis
1726,7352 ANELA DRIVE,DIAMONDHEAD,MS,39525,AE,nan,-89.38215059665129,30.389458327735504,arcgis
1731,4346 NANCY ST,PEARL,MS,39208,A,nan,-90.08570114620291,32.28762240255607,arcgis
1733,1028 BRIARFIELD RD,JACKSON,MS,39211,AE,nan,-90.13638810726641,32.379416354177266,arcgis
1737,3270 LOCUST RD,FLEMINGTON,MO,65650,A,nan,-93.38870623357376,37.78441944485305,arcgis
1738,1219 ORCHARD DR,LEBANON,MO,65536,A,nan,-92.67536992797413,37.65636750853456,arcgis
1741,16647 CR 294,NORBORNE,MO,64668,AE,nan,-93.63406996877588,39.32963250639364,arcgis
1746,123 RIVER POINT RD APT #31,HOLLISTER,MO,65672,AE,nan,-93.26373577735563,36.61487815278344,arcgis
1750,14750 COUNTY LANE 215,JASPER,MO,64755,A,nan,-94.44387212136917,37.26698372385774,arcgis
1751,1117 APPLE LANE,LEBANON,MO,65536,A,nan,-92.67299994485127,37.655597504999335,arcgis
1754,33301 W 52ND ST,ORRICK,MO,64077,AE,FLOODWAY,-94.16785759718897,39.18571455132729,arcgis
1759,3333 CALVERT AVE,SAINT LOUIS,MO,63114,AE,nan,-90.36245314886912,38.715806751845314,arcgis
1762,5114 SUN VALLEY DR,HOUSE SPRINGS,MO,63051,AE,FLOODWAY,-90.54248285039444,38.39148807730132,arcgis
1777,426 CONSTELLATION DR,ARNOLD,MO,63010,AE,nan,-90.3574737116496,38.45204619618692,arcgis
1780,116 FOXTREE DR,HAZELWOOD,MO,63042,AE,nan,-90.34517033507359,38.78046445957402,arcgis
1781,4628 HANNOVER AVE,SAINT LOUIS,MO,63123,AE,nan,-90.29106640736158,38.55758441544951,arcgis
1782,1163 BURCH LN,SAINT LOUIS,MO,63130,AE,nan,-90.32902100604453,38.67042117690223,arcgis
1783,824 LINDELL AVE,HANNIBAL,MO,63401,AE,nan,-91.37427450687355,39.69695746884548,arcgis
1784,2455 6TH LN,FLORISSANT,MO,63031,AE,nan,-90.32478655237932,38.814959134354744,arcgis
1785,4854 STATE ROAD V,DE SOTO,MO,63020,AE,nan,-90.55222488499818,38.113231648743664,arcgis
1786,804 STEAMBOAT DR,WASHINGTON,MO,63090,AE,nan,-90.9805205283575,38.54262645652643,arcgis
1788,6824 ROBERTS AVE,SAINT LOUIS,MO,63130,AE,nan,-90.31079179156144,38.672495362661984,arcgis
1794,2146 WRIGHTS LODGE RD,SAINT CLAIR,MO,63077,AE,nan,-90.96807985721244,38.30420473896598,arcgis
1796,2970 MADISON 217,FREDERICKTOWN,MO,63645,A,nan,-90.25958436866382,37.59260739477983,arcgis
1798,3741 LION'S DEN RD,IMPERIAL,MO,63052,AE,FLOODWAY,-90.45654353241268,38.420353214452234,arcgis
1800,10141 DART RD,CADET,MO,63630,A,nan,-90.7583325292627,38.05274496957344,arcgis
1802,914 S 2ND ST,DE SOTO,MO,63020,AE,nan,-90.55802264742464,38.131145661757884,arcgis
1804,807 S CUSTER AVE,MILES CITY,MT,59301,AE,nan,-105.83699991267035,46.400550411269336,arcgis
1810,120 CORRAL CT,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.94574975516973,40.642912311169944,arcgis
1811,1569 1600 EAST ST,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.91491617677525,40.589560210048035,arcgis
1813,111 AVE DE LA BLEU DE CLAIR,SPARKS,NV,89434,AO,nan,-119.63999200595543,39.510408784034816,arcgis
1817,1052 LYONS AVE,ELY,NV,89301,AO,nan,-114.88726439647716,39.24971730413374,arcgis
1820,8703 HIGHWAY E,BONNE TERRE,MO,63628,A,nan,-90.57329891741907,37.96888069155114,arcgis
1821,1100 LYONS AVE,ELY,NV,89301,AO,nan,-114.8866642522098,39.24981725832909,arcgis
1823,124 W 2ND STREET,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.9368984722239,40.64252637822295,arcgis
1827,89 MAIN STREET,ASHUELOT,NH,3441,AE,nan,-72.38511308498109,42.77149727753482,arcgis
1828,26 PUMPING STATION,LEBANON,NH,3766,AE,FLOODWAY,-72.23595226753322,43.642657712866864,arcgis
1829,64 PEACOCK HILL RD,WEARE,NH,3281,A,nan,-71.7374939805537,43.04630898081061,arcgis
1837,817 ROUTE 10,GILSUM,NH,3448,A,nan,-72.22818375203197,43.060802883962296,arcgis
1838,388 WESTERN AVE UNIT C-2 C-2,HENNIKER,NH,3242,AE,nan,-71.83521381199144,43.17749129756239,arcgis
1844,112 POLONIA WAY,LITTLE EGG HARBOR TWP,NJ,8087,AE,nan,-74.36816233879335,39.5705861130592,arcgis
1846,157 RIVER ROAD,CONCORD,NH,3303,AE,nan,-71.61846056190244,43.250317295664104,arcgis
1847,248 ELM AVE,BURLINGTON,NJ,8016,AE,nan,-74.86218500643139,40.06694867278771,arcgis
1848,20 RANCOCAS TRAIL,SOUTHAMPTON,NJ,8088,AE,nan,-74.73346017987163,39.97947877737665,arcgis
1849,80 SIXTH AVE,CARNEYS POINT,NJ,8069,AE,nan,-75.46504710589772,39.739625546959964,arcgis
1852,604 S GREEN ST,TUCKERTON,NJ,8087,AE,nan,-74.3382923371803,39.58619527033816,arcgis
1856,401 CYPRESS AVE,WOODLYNNE,NJ,8107,AE,nan,-75.09194177346865,39.914450799075155,arcgis
1857,314 LAUREL AVE,WOODLYNNE,NJ,8107,AE,nan,-75.09099864172327,39.91468897085391,arcgis
1859,7 LA GORCE BOULEVARD,BURLINGTON,NJ,8016,AE,nan,-74.83345737440212,40.08073233537411,arcgis
1860,1239 NOTTINGHAM WAY,HAMILTON,NJ,8609,AE,nan,-74.72935028128762,40.23328167397211,arcgis
1861,404 MILLMAN BLVD,DEL HAVEN,NJ,8251,AE,nan,-74.91891649315082,39.04614899728738,arcgis
1862,140 SOUTH RIVER DR,WILLIAMSTOWN,NJ,8094,AE,nan,-74.86423982999483,39.59935469068561,arcgis
1863,11 W WASHINGTON STREET,PAULSBORO,NJ,8066,AE,nan,-75.24199317919184,39.83172598287079,arcgis
1864,303 SPINNAKERS COVE,TOMS RIVER,NJ,8753,AE,nan,-74.19433522210565,39.9499238595659,arcgis
1865,121 GREENWOOD LAKE RD,LITTLE EGG HARBOR TWP,NJ,8087,AE,nan,-74.37570948823158,39.573588301229115,arcgis
1866,7137 LEE AVE,PENNSAUKEN,NJ,8110,AE,nan,-75.08422899762368,39.93794418402856,arcgis
1869,203 WEST UNION ST,BURLINGTON,NJ,8016,AE,nan,-74.86358411370945,40.07805955599905,arcgis
1870,20 W ADAMS ST,PAULSBORO,NJ,8066,AE,nan,-75.24251553939771,39.83212789512804,arcgis
1874,1276 RADIO RD,LITTLE EGG HARBOR TWP,NJ,8087,AE,nan,-74.37762591439804,39.55118906288719,arcgis
1875,118 WOLLNER DR,MOUNT HOLLY,NJ,8060,AE,nan,-74.78095564748203,39.989938260982655,arcgis
1876,1117 FURMAN DRIVE,EGG HARBOR TOWNSHIP,NJ,8234,AE,nan,-74.59271335722538,39.3485118631965,arcgis
1877,325 EVERGREEN AVE,WOODLYNNE,NJ,8107,AE,nan,-75.09283293741426,39.91503438908376,arcgis
1880,135 W FEDERAL ST,BURLINGTON,NJ,8016,AE,nan,-74.86098279005894,40.074448841658594,arcgis
1883,115 BEACH BLVD,FORKED RIVER,NJ,8731,AE,nan,-74.19942213883597,39.823678140446354,arcgis
1884,242 BROWN ST,BURLINGTON,NJ,8016,AE,nan,-74.86512940137885,40.07824098229325,arcgis
1885,434 SALEM-HANCOCKS BRIDGE RD,SALEM,NJ,8079,AE,nan,-75.46521669264756,39.518303003094125,arcgis
1887,249 BROADWAY,CARNEYS POINT,NJ,8069,AE,nan,-75.47326891472251,39.711576136626064,arcgis
1888,120 QUEEN AVE,PENNSVILLE,NJ,8070,AE,nan,-75.51014409191443,39.65970753676238,arcgis
1890,201 WEST WASHINGTON ST,PAULSBORO,NJ,8066,AE,nan,-75.2442140482572,39.831117205243174,arcgis
1893,95 THERESA ST,EWING,NJ,8618,AE,nan,-74.79176897313064,40.26410779928044,arcgis
1894,4052 OCEAN HEIGHTS AVE,EGG HARBOR TWP,NJ,8234,AE,nan,-74.59880272606328,39.33911394762768,arcgis
1895,62 SPRUCE ST,PENNSVILLE,NJ,8070,AE,nan,-75.52263413347421,39.651466533379406,arcgis
1896,1238 CAMBRIDGE AVE,CAMDEN,NJ,8105,AE,nan,-75.09757550204989,39.957761727253825,arcgis
1906,128 MARSHALL AVE,MOUNT EPHRAIM,NJ,8059,AE,nan,-75.09564489829154,39.8909349506213,arcgis
1907,292 ROUTE 49,WOODBINE,NJ,8270,AE,nan,-74.77349768149365,39.29596441299461,arcgis
1909,70 WILLIAM PENN AVE,PENNSVILLE,NJ,8070,AE,nan,-75.51193295769012,39.655904541563146,arcgis
1911,2810 CYPRESS LANE,HAMMONTON,NJ,8037,AE,nan,-74.62375456216917,39.62387414631612,arcgis
1912,18 STABLE COURT,SICKLERVILLE,NJ,8081,AE,nan,-74.96377132598485,39.7477261534649,arcgis
1913,213 HAYES ST,CARNEYS POINT,NJ,8069,AE,nan,-75.47374299516608,39.71900937600014,arcgis
1916,418 MARIA AVE,GIBBSTOWN,NJ,8027,AE,nan,-75.25244918430808,39.82119961167747,arcgis
1918,135 MARYLAND AVE,PALMYRA,NJ,8065,AE,nan,-75.02976515098926,40.00775839668126,arcgis
1919,44 N MAPLE AVE,TUCKERTON,NJ,8087,AE,nan,-74.45156546051214,39.598567629977396,arcgis
1920,348 HIGH ST,BURLINGTON,NJ,8016,AE,nan,-74.85838632791231,40.078141950107224,arcgis
1921,19 PLANT ST,DEEPWATER,NJ,8023,AE,nan,-75.4899280667942,39.68362286874548,arcgis
1926,425 WOOD ST,BURLINGTON,NJ,8016,AE,nan,-74.85983907937062,40.07585821676806,arcgis
1928,215 BUTTONWOOD ST,DELANCO,NJ,8075,AE,nan,-74.95710536602746,40.04570172170443,arcgis
1929,714 W 4TH ST,PALMYRA,NJ,8065,AE,nan,-75.03279923230072,40.00015232246372,arcgis
1931,501 S VINEYARD BLVD,COLLINGSWOOD,NJ,8108,AE,nan,-75.07537100234781,39.92139315228976,arcgis
1932,4 BIRCH DRIVE,JACKSON,NJ,8527,A,nan,-74.26445849904063,40.152247361909694,arcgis
1933,62 FORDHAM RD,PENNSVILLE,NJ,8070,AE,nan,-75.52354239650234,39.641326023098735,arcgis
1935,6 WALADA AVENUE,PORT MONMOUTH,NJ,7758,AE,nan,-74.1029720819103,40.42929805369551,arcgis
1937,29 VAN BUREN ST,DEEPWATER,NJ,8023,AE,nan,-75.49272519015753,39.68357762339073,arcgis
1938,227 IRENE ST,LINDEN,NJ,7036,AE,nan,-74.22884370862914,40.61186705278782,arcgis
1939,45 VERNON ST,SEWAREN,NJ,7077,AE,nan,-74.26116918877752,40.5557652565445,arcgis
1942,26 DIETRICHS ST,LITTLE FERRY,NJ,7643,AE,nan,-74.03534255541604,40.8416121535949,arcgis
1945,6 WILLOW COURT,BLAIRSTOWN,NJ,7825,A,nan,-74.96068318139788,40.92571425760428,arcgis
1947,44 ERNEST ST,NUTLEY,NJ,7110,AE,nan,-74.16427748937356,40.80958772488383,arcgis
1949,332-334 E 5TH ST,PLAINFIELD,NJ,7060,AO,nan,-74.41512832158014,40.62016794486908,arcgis
1950,9 EMERSON AVE,PATERSON,NJ,7502,AE,nan,-74.19603853216213,40.91120912270208,arcgis
1952,1149 CANAL ROAD,PRINCETON,NJ,8540,AE,FLOODWAY,-74.61688928055426,40.43079216984599,arcgis
1953,5 GARFIELD PL,SOUTH HACKENSACK,NJ,7606,AE,nan,-74.10069555700797,40.864239535696946,arcgis
1955,8 CENTER AVENUE,LEONARDO,NJ,7737,AE,nan,-74.04947307615052,40.41768081971333,arcgis
1956,117-21 BERKELEY TER,PLAINFIELD,NJ,7062,AO,nan,-74.40782516934338,40.638885111845546,arcgis
1957,35 OAK ST,KEYPORT,NJ,7735,AE,nan,-74.19127283347363,40.44015148675075,arcgis
1962,32 CENTER AVE,KEANSBURG,NJ,7734,AE,nan,-74.12959837081358,40.450379504100546,arcgis
1963,226 LORILLARD AVE,UNION BEACH,NJ,7735,AE,nan,-74.17554804784038,40.444496288171244,arcgis
1966,15 JOHN ST,HELMETTA,NJ,8828,AE,FLOODWAY,-74.42959473208964,40.37534089310813,arcgis
1967,154 CENTER AVE,KEANSBURG,NJ,7734,AE,nan,-74.1364530074114,40.452515590215334,arcgis
1968,224 DEPUE ST,BELVIDERE,NJ,7823,AE,nan,-75.08178801978092,40.82588767671302,arcgis
1972,27 COLLINS AVENUE,PORT MONMOUTH,NJ,7758,AE,nan,-74.09806757890527,40.42707697508259,arcgis
1973,12 LIBERTY ST,MANVILLE,NJ,8835,AE,FLOODWAY,-74.57487691872515,40.542200319721466,arcgis
1974,52 MILL ST.,MILFORD,NJ,8848,AE,nan,-75.09482850092213,40.57043740086742,arcgis
1975,464 WATCHUNG AVE,WATCHUNG,NJ,7069,AE,nan,-74.44129645565583,40.63069867465217,arcgis
1976,809 ARAPAHO TRL,ALAMOGORDO,NM,88310,AE,nan,-105.95136343778641,32.88812503818805,arcgis
1977,4200 MONTGOMERY BLVD NE APT 318,ALBUQUERQUE,NM,87109,AO,nan,-106.59733953261625,35.130823135902475,arcgis
1978,601 BROOKDALE DR,ALAMOGORDO,NM,88310,AH,nan,-105.95451008805749,32.87956753414108,arcgis
1979,3219 CYPRESS DR SW,ALBUQUERQUE,NM,87105,AH,nan,-106.68764967782779,35.08147744698523,arcgis
1981,5 MARIGOLD BLVD,LOS LUNAS,NM,87031,A,nan,-106.67700198415446,34.72407928056581,arcgis
1985,3861 MONTGOMERY BLVD NE,ALBUQUERQUE,NM,87109,AO,nan,-106.60277201170231,35.1310074539538,arcgis
1986,3 SKYHAWK LANE,OJO CALIENTE,NM,87549,A,nan,-106.13448233191393,36.11188206330075,arcgis
1987,80 SUZY ANN ST,ALAMOGORDO,NM,88310,A,nan,-105.98856265935522,32.807120020877164,arcgis
1988,2628 PROPPS DRIVE,HOBBS,NM,88240,AO,nan,-103.14645735693459,32.72965015504958,arcgis
1989,29 CANAL ROAD,POLVADERA,NM,87828,A,nan,-106.90953298793632,34.21984663429662,arcgis
1991,1028 LUTHY CIRCLE NE,ALBUQUERQUE,NM,87112,AO,nan,-106.54494710571359,35.09009324716878,arcgis
1992,1313 E PECOS DR.,HOBBS,NM,88240,AO,nan,-103.12001999612899,32.71529249973369,arcgis
1993,902 HESS TER,LAS CRUCES,NM,88005,AE,nan,-106.78647022079043,32.31577763441756,arcgis
1994,1365 POST AVE,ALAMOGORDO,NM,88310,AH,nan,-105.99234993848593,32.855322543929894,arcgis
1997,900 SOUTHERN BLVD SW,RIO RANCHO,NM,87124,A,nan,-106.75496197620173,35.24155247734925,arcgis
2001,1409 CAMINO REAL,HOBBS,NM,88240,AO,nan,-103.15333638487071,32.73832500574098,arcgis
2005,607 MADISON AVE,ALAMOGORDO,NM,88310,A,nan,-105.94104271658748,32.89593014069642,arcgis
2006,930 RIVAS RD,LOS LUNAS,NM,87031,AE,nan,-106.72400987088866,34.811767500272,arcgis
2007,7310 N DALMONT ST,HOBBS,NM,88242,AE,nan,-103.13457726646888,32.784629824005364,arcgis
2011,1204 PUERTO RICO AVE,ALAMOGORDO,NM,88310,AH,nan,-105.9482673303914,32.902370585548866,arcgis
2012,728 VIVIAN DR,BELEN,NM,87002,AH,nan,-106.77927720676142,34.64781739034125,arcgis
2014,R441 S HALDEMAN RURAL RD,ARTESIA,NM,88210,A,nan,-104.36103267798251,32.778280155164325,arcgis
2016,839 HIGHWAY 68,ALCALDE,NM,87511,A,nan,-106.0344385756341,36.10455301874537,arcgis
2018,613 N HALAGUENO ST,CARLSBAD,NM,88220,AO,nan,-104.23025260876413,32.42729001325894,arcgis
2022,1304 CATALINA LN,ALAMOGORDO,NM,88310,AH,nan,-105.94591997840718,32.91039252789238,arcgis
2023,1604 ABBOTT AVE.,ALAMOGORDO,NM,88310,AO,nan,-105.93897984639693,32.89421252109767,arcgis
2024,1404 7TH ST,ALAMOGORDO,NM,88310,A,nan,-105.94286963620357,32.89719253913364,arcgis
2028,1006 W LEAD AVE,HOBBS,NM,88240,AO,nan,-103.14766736847709,32.729893314060746,arcgis
2029,108 DORIS CT,GRANTS,NM,87020,A,nan,-107.83475000776106,35.169887498565906,arcgis
2031,217 LINDEN STREET,ONEIDA,NY,13421,AE,nan,-75.64860223589864,43.096036884512806,arcgis
2032,1509 N FLORIDA AVE,ALAMOGORDO,NM,88310,AH,nan,-105.9526827493463,32.90707002529273,arcgis
2035,412 S CENTRAL AVE,MINOA,NY,13116,AE,nan,-76.00769663043678,43.07268372879959,arcgis
2036,201 WEST SECOND ST,EAST SYRACUSE,NY,13057,AE,nan,-76.07216335650169,43.06097831719598,arcgis
2041,750 S PEARL ST,ALBANY,NY,12202,AE,nan,-73.76873111993478,42.62689153786134,arcgis
2042,8167 CREEKVIEW DR,BRIDGEPORT,NY,13030,AE,FLOODWAY,-75.97934744133589,43.16421859579352,arcgis
2044,324 BENNETT STREET,ONEIDA,NY,13421,AE,nan,-75.64600267244782,43.091722593219785,arcgis
2046,133 RETREAT HOUSE RD,GLENMONT,NY,12077,AE,nan,-73.76891736582338,42.61005535377658,arcgis
2055,92 HUDSON AVE,GREEN ISLAND,NY,12183,AE,nan,-73.69110371623708,42.742537955167975,arcgis
2057,4 RED OAK DR,SCOTIA,NY,12302,A,nan,-73.96224495673651,42.840797790717666,arcgis
2058,22 SHOTWELL ST,PORT BYRON,NY,13140,AE,nan,-76.62458743742874,43.04057953089501,arcgis
2061,7440 HIGGINSVILLE RD,BLOSSVALE,NY,13308,AE,nan,-75.69355706483756,43.20543740093967,arcgis
2062,22 EUCLID AVENUE,CORTLAND,NY,13045,AE,nan,-76.18251865551923,42.60952255810118,arcgis
2066,1037 98TH STREET,NIAGARA FALLS,NY,14304,AE,nan,-78.94925748880446,43.08621832313307,arcgis
2067,42 KENTUCKY AVE,ROCHESTER,NY,14606,AE,nan,-77.69993825708514,43.17234359363672,arcgis
2071,19 MOORGATE CT,EAST AMHERST,NY,14051,AE,nan,-78.72142000995642,43.04373255141248,arcgis
2072,44 CALHOUN AVENUE,ROCHESTER,NY,14606,AE,nan,-77.70248769675497,43.17789987343271,arcgis
2075,18 BROOKSIDE DRIVE,AMHERST,NY,14221,AE,nan,-78.73694974870284,42.953912496079674,arcgis
2076,101A ELDER DRIVE,MASTIC BEACH,NY,11951,AE,nan,-72.85339804694051,40.7564274472636,arcgis
2078,84 FORD AVE,ROCHESTER,NY,14606,AE,nan,-77.7040485747643,43.17314481976127,arcgis
2081,9 CENTER PLACE,STATEN ISLAND,NY,10306,AE,nan,-74.1010487704077,40.56354429133403,arcgis
2082,32 CENTER HILL ROAD,MONROE,NY,10950,AE,nan,-74.19393408773185,41.32189086234279,arcgis
2086,223 HOLLYWOOD AVE,VALLEY STREAM,NY,11581,AE,nan,-73.70905557354403,40.6552009054717,arcgis
2087,210 S LITTLE TOR RD,NEW CITY,NY,10956,AE,nan,-74.0017337789766,41.13406146463658,arcgis
2106,2027 BROWN ST.,FAITH,NC,28041,AE,nan,-80.46625220585076,35.58669375171301,arcgis
2113,819 PELICAN DR,NEW BERN,NC,28560,AE,nan,-76.97376738161489,35.08075547175523,arcgis
2115,338 WEST MILL POND RD,ROPER,NC,27970,AE,nan,-76.61975602461952,35.87194095639135,arcgis
2116,101 CROAKER STREET,MOYOCK,NC,27958,AE,nan,-76.09169587310951,36.50624235929275,arcgis
2120,301 CHURCH RD,PINK HILL,NC,28572,AE,nan,-77.74301998212138,34.99583325581437,arcgis
2122,3704 S BEND RD,WINTERVILLE,NC,28590,AE,nan,-77.42499582349558,35.56017925290394,arcgis
2124,487 HWY 70 BETTIE,BEAUFORT,NC,28516,AE,nan,-76.59248784957092,34.78642464838299,arcgis
2126,169 COUNTRY CLUB DR,SHALLOTTE,NC,28470,AE,nan,-78.38385562337187,33.95181612761315,arcgis
2127,129 PATTERSON ST,ROCKINGHAM,NC,28379,AE,nan,-79.77133125056106,34.91447054078538,arcgis
2131,1498 JACKSON STORE RD,BEULAVILLE,NC,28518,AE,nan,-77.75928310682507,34.85751367204639,arcgis
2133,965 LOUISE CIR,FAYETTEVILLE,NC,28314,AE,nan,-78.98071577725034,35.047458403300276,arcgis
2141,1522 MELODY LANE,BURLINGTON,NC,27215,AE,nan,-79.4582206473957,36.10406598826125,arcgis
2144,1918 55TH AVE S,FARGO,ND,58104,AE,nan,-96.81082703024653,46.80066072698713,arcgis
2145,620 E 2ND ST,GRAFTON,ND,58237,AE,FLOODWAY,-97.40064045311665,48.422423704617074,arcgis
2146,111 2ND ST,KATHRYN,ND,58049,AE,nan,-97.97162616236879,46.68089824174685,arcgis
2151,4401 SMOKING TREE,SHAWNEE,OK,74804,AE,nan,-96.9408160154432,35.374522612138804,arcgis
2156,2023 DEER RUN CIR,MUSKOGEE,OK,74403,AE,FLOODWAY,-95.3450703168968,35.69473077667639,arcgis
2157,118 MILL RD,TONKAWA,OK,74653,A,nan,-97.31273983480071,36.69137747804238,arcgis
2158,118 HILLCREST DR,SEMINOLE,OK,74868,AE,nan,-96.6698974164695,35.24011539272922,arcgis
2160,1707 HANNIBAL CT,DAYTON,OH,45417,A,nan,-84.22689331892258,39.73769666149176,arcgis
2163,209 W CIR DR,WEST CARROLLTON,OH,45449,AE,nan,-84.25974266801953,39.6711814402003,arcgis
2164,245 W CIRCLE DR,W CARROLLTON,OH,45449,AE,nan,-84.25945793476865,39.67199523917957,arcgis
2166,5138 HUSTON ROAD,COLLINSVILLE,OH,45004,AE,nan,-84.60955720609495,39.516121847329714,arcgis
2168,3650 RIVER RD,CINCINNATI,OH,45204,AE,nan,-84.59322003861575,39.07967049119984,arcgis
2169,333 COOPER ST,CINCINNATI,OH,45215,AE,nan,-84.44636968171521,39.22304252592053,arcgis
2171,2401 S ARAGON AVE,KETTERING,OH,45420,AE,nan,-84.11806310718788,39.70908809439705,arcgis
2172,4066 RIVER RD,CINCINNATI,OH,45204,AE,nan,-84.61075598588714,39.0765474778957,arcgis
2178,152 THOMAS BLVD,HAMILTON,OH,45013,AE,nan,-84.58346350331946,39.41758620525596,arcgis
2180,916 OLD US HIGHWAY 52,NEW RICHMOND,OH,45157,AE,nan,-84.28647004267495,38.97630113129333,arcgis
2181,79 E WASHINGTON ST,JAMESTOWN,OH,45335,AE,nan,-83.72681975538228,39.65792826826586,arcgis
2186,140 CORINTH ST,TOLEDO,OH,43609,AE,nan,-83.57283044772825,41.636867444793154,arcgis
2189,414 AVALON ROAD SW,DELLROY,OH,44620,A,nan,-81.19512021597204,40.56971433598987,arcgis
2190,11080 VAUGHN AVE NE,ALLIANCE,OH,44601,AE,nan,-81.08966380408474,40.93062186191353,arcgis
2191,349 SHREWSBURY ST,HOLLAND,OH,43528,AE,nan,-83.69690247983522,41.63378198241526,arcgis
2194,608 E 9TH ST,PORT CLINTON,OH,43452,AE,nan,-82.93129374409621,41.503512622557324,arcgis
2196,5235 CALYX LN,TOLEDO,OH,43623,AE,nan,-83.63539171574429,41.710744072548465,arcgis
2197,584 E MAIN ST,EAST PALESTINE,OH,44413,A,nan,-80.52927004198045,40.83243126088404,arcgis
2198,3551 TOLLAND RD,SHAKER HEIGHTS,OH,44122,AH,nan,-81.54309090298739,41.46301302661328,arcgis
2200,504 W 1ST ST,UHRICHSVILLE,OH,44683,AE,nan,-81.35114615846014,40.39027287642945,arcgis
2201,4720 COLONIAL CT,VERMILION,OH,44089,AE,nan,-82.38201747423848,41.41653642750718,arcgis
2203,527 CENTER STREET,FINDLAY,OH,45840,AE,nan,-83.6399697436206,41.04401459500379,arcgis
2205,1732 URBAN CIRCLE S,LORAIN,OH,44053,A,nan,-82.19602431272902,41.419827785072826,arcgis
2212,523 CENTER ST,FINDLAY,OH,45840,AE,nan,-83.64009874111046,41.04401539128459,arcgis
2213,4397 SUNNYBROOK DR,WARREN,OH,44484,AE,nan,-80.7614176630794,41.235724604332724,arcgis
2216,2133 COUNTY HWY 11,PINEY FORK,OH,43941,A,nan,-80.82229400091904,40.253051272711275,arcgis
2217,111 ABBOTSWOOD DR,TOLEDO,OH,43615,AE,nan,-83.6991334071844,41.636967566626645,arcgis
2218,5307 GARGASZ DR,LORAIN,OH,44053,A,nan,-82.19605490667554,41.423702361725134,arcgis
2219,136 ATTWOOD TER,BELLEVUE,OH,44811,A,nan,-82.84566849602653,41.27348046809135,arcgis
2223,1740 GETTYSBURG DR,LORAIN,OH,44053,A,nan,-82.19953574342628,41.42339847582555,arcgis
2224,188 BENTWILLOW DR,NILES,OH,44446,AE,nan,-80.76072841918132,41.19833959788001,arcgis
2226,283 DAKOTA AVE,COLUMBUS,OH,43223,A,nan,-83.0269854902416,39.95312008073231,arcgis
2228,920 THOMAS AVENUE,COLUMBUS,OH,43223,A,nan,-83.02344472288316,39.95031239462568,arcgis
2231,236 EYMAN AVE,LANCASTER,OH,43130,AE,nan,-82.59937791275202,39.70076945161346,arcgis
2232,334 S MAIN ST,DELPHOS,OH,45833,AE,nan,-84.33963637069773,40.83992946000768,arcgis
2235,609 W GAMBIER ST,MOUNT VERNON,OH,43050,AE,nan,-82.49453850206663,40.392207461591966,arcgis
2237,1631 COUNTY RD 181,IRONTON,OH,45638,AE,nan,-82.63160248409581,38.52196413489139,arcgis
2239,1816 ALCOY DR,COLUMBUS,OH,43227,AE,nan,-82.89510278166034,39.93592653420562,arcgis
2240,143 PRIVATE DR 11202 UNIT 6,CHESAPEAKE,OH,45619,AE,nan,-82.46705428736986,38.424504115932066,arcgis
2243,423 E 4TH ST,OTTAWA,OH,45875,AO,nan,-84.04371797295461,41.021567523023876,arcgis
2245,1522 W STATE ROUTE 296,URBANA,OH,43078,A,nan,-83.78034642142258,40.157387312575075,arcgis
2246,190 COUNTY ROAD 66,PROCTORVILLE,OH,45669,AE,nan,-82.38903473242607,38.507901732114995,arcgis
